Transaction Date,Product Ref,StoreCode,Cust-ID,Qty,UnitPrice,DiscountRate,TotalRevenue,Channel Used
11/07/2023,p073,S014 ,C0038,8,240.84,0%,1926.72 USD,Wholesale
"Dec 16, 2023",p008,S018 ,C0035,3,194.44,15%,$495.82,web
"May 27, 2023",p096,S007 ,C0019,6,369.87,0%,2219.22 USD,in-store
"Sep 30, 2023",p085,S036 ,C0053,5,457.58,15%,$1944.71,web
03/07/2023,p039,S043 ,C0059,8,434.11,15%,2951.95 USD,Wholesale
"Jun 13, 2023",p004,S047 ,C0012,5,263.75,0%,€1318.75,online 
07/11/2023,p054,S023 ,C0012,4,117.92,10%,$424.51,online 
2023-01-13,p050,S044 ,C0050,4,125.74,10%,$452.66,online 
27/03/2023,p023,S003 ,C0034,7,268.35,0%,$1878.45,online 
2023-05-27,p024,S003 ,C0002,2,270.99,15%,$460.68,online 
2023-12-27,p044,S001 ,C0093,3,256.55,10%,$692.69,in-store
01/11/2023,p039,S009 ,C0054,1,39.63,5%,37.65 USD,web
11/11/2023,p025,S010 ,C0013,8,85.44,15%,$580.99,Wholesale
2023-01-19,p099,S009 ,C0041,4,95.46,10%,€343.66,Wholesale
2023-03-24,p076,S021 ,C0057,7,33.37,15%,$198.55,web
"Oct 21, 2023",p022,S041 ,C0019,4,271.95,15%,€924.63,web
"Mar 25, 2023",p075,S039 ,C0038,5,254.88,15%,1083.24 USD,Wholesale
"Jun 26, 2023",p002,S018 ,C0006,1,103.61,0%,€103.61,in-store
29/09/2023,p021,S045 ,C0018,1,153.04,15%,130.08 USD,online 
2023-01-14,p051,S015 ,C0007,5,132.35,0%,661.75 USD,web
01/08/2023,p052,S031 ,C0075,4,69.91,10%,€251.68,in-store
2023-02-28,p056,S014 ,C0063,1,165.31,10%,148.78 USD,online 
2023-03-11,p020,S022 ,C0100,4,115.38,10%,€415.37,web
2023-07-07,p076,S007 ,C0080,7,275.97,5%,€1835.2,in-store
"Mar 27, 2023",p036,S025 ,C0057,1,369.15,5%,€350.69,in-store
"Jun 25, 2023",p031,S046 ,C0056,4,333.68,0%,$1334.72,web
"Mar 30, 2023",p053,S029 ,C0062,6,359.21,10%,$1939.73,Wholesale
10/11/2023,p062,S042 ,C0029,1,119.84,10%,€107.86,in-store
24/10/2023,p098,S012 ,C0023,4,391.51,15%,$1331.13,online 
17/05/2023,p069,S033 ,C0094,6,293.13,5%,€1670.84,Wholesale
"Mar 21, 2023",p093,S039 ,C0084,2,232.48,10%,418.46 USD,in-store
"Apr 09, 2023",p050,S021 ,C0069,7,127.81,10%,$805.20,in-store
"Nov 11, 2023",p030,S042 ,C0098,7,275.88,0%,$1931.16,online 
"Aug 29, 2023",p013,S009 ,C0014,5,251.82,15%,$1070.23,online 
"Mar 08, 2023",p094,S042 ,C0051,3,297.7,15%,759.13 USD,web
2023-02-12,p036,S029 ,C0038,3,256.09,10%,€691.44,online 
"Jan 25, 2023",p045,S024 ,C0086,6,470.62,10%,2541.35 USD,web
11/08/2023,p064,S036 ,C0050,5,146.76,5%,$697.11,in-store
18/05/2023,p030,S028 ,C0083,5,177.16,5%,€841.51,web
20/12/2023,p074,S016 ,C0072,1,346.03,0%,346.03 USD,Wholesale
2023-08-24,p022,S028 ,C0095,7,286.6,10%,$1805.58,online 
2023-01-10,p021,S039 ,C0064,5,458.32,15%,$1947.86,Wholesale
12/02/2023,p030,S005 ,C0049,1,348.66,10%,$313.79,in-store
"Jun 21, 2023",p018,S034 ,C0088,1,142.22,15%,$120.89,web
2023-01-02,p069,S032 ,C0001,6,227.44,15%,€1159.94,in-store
2023-11-15,p025,S001 ,C0081,4,299.97,0%,€1199.88,in-store
2023-08-18,p095,S037 ,C0048,3,321.47,0%,964.41 USD,online 
"Sep 15, 2023",p098,S035 ,C0047,3,437.74,5%,$1247.56,in-store
"Oct 13, 2023",p046,S007 ,C0072,3,197.62,15%,€503.93,Wholesale
2023-01-05,p063,S026 ,C0065,4,379.45,15%,€1290.13,online 
"Jul 19, 2023",p051,S043 ,C0079,1,228.33,15%,$194.08,web
2023-11-15,p045,S003 ,C0003,6,438.09,5%,$2497.11,Wholesale
13/10/2023,p065,S035 ,C0098,1,297.52,15%,252.89 USD,in-store
"Jun 09, 2023",p003,S002 ,C0065,2,229.24,15%,$389.71,online 
21/05/2023,p094,S033 ,C0084,6,43.23,5%,$246.41,online 
21/10/2023,p095,S015 ,C0070,2,489.62,0%,€979.24,in-store
"Jul 02, 2023",p053,S005 ,C0031,6,300.33,0%,1801.98 USD,in-store
"May 20, 2023",p098,S039 ,C0010,2,329.95,10%,593.91 USD,online 
13/11/2023,p091,S030 ,C0002,4,146.28,5%,€555.86,Wholesale
2023-01-09,p016,S047 ,C0060,6,51.42,15%,$262.24,web
2023-02-28,p068,S026 ,C0079,3,408.87,5%,$1165.28,web
2023-05-07,p071,S030 ,C0083,1,429.31,15%,$364.91,online 
18/11/2023,p100,S002 ,C0014,4,64.17,5%,€243.85,online 
"Dec 26, 2023",p043,S005 ,C0013,7,233.08,10%,1468.4 USD,in-store
2023-01-28,p044,S045 ,C0017,4,152.41,0%,$609.64,web
07/06/2023,p037,S034 ,C0029,8,35.07,0%,280.56 USD,Wholesale
2023-03-10,p023,S047 ,C0073,7,65.23,15%,€388.12,Wholesale
2023-03-03,p036,S031 ,C0055,7,43.9,0%,307.3 USD,online 
"Dec 24, 2023",p016,S045 ,C0021,8,110.05,5%,$836.38,online 
2023-06-23,p005,S027 ,C0076,7,328.76,15%,$1956.12,online 
2023-02-16,p046,S031 ,C0024,2,161.85,0%,€323.7,in-store
18/03/2023,p038,S002 ,C0019,5,67.81,15%,€288.19,Wholesale
2023-06-13,p056,S025 ,C0021,7,221.03,5%,$1469.85,Wholesale
18/04/2023,p099,S024 ,C0054,8,94.23,0%,753.84 USD,Wholesale
2023-01-28,p080,S026 ,C0005,8,61.94,15%,€421.19,Wholesale
2023-08-17,p059,S013 ,C0097,2,71.96,15%,$122.33,Wholesale
29/12/2023,p042,S006 ,C0023,8,226.29,10%,€1629.29,web
15/12/2023,p063,S010 ,C0038,2,80.5,15%,$136.85,Wholesale
2023-02-07,p085,S030 ,C0076,5,55.02,5%,261.35 USD,in-store
2023-12-22,p043,S031 ,C0072,6,420.35,15%,€2143.79,web
"Dec 23, 2023",p033,S020 ,C0095,6,399.67,0%,2398.02 USD,in-store
2023-12-30,p043,S047 ,C0026,2,327.9,15%,$557.43,Wholesale
15/06/2023,p055,S042 ,C0046,4,234.24,10%,$843.26,online 
05/05/2023,p045,S015 ,C0021,7,364.58,15%,€2169.25,in-store
"Apr 30, 2023",p040,S044 ,C0069,5,121.98,15%,518.41 USD,Wholesale
29/07/2023,p031,S027 ,C0030,8,230.51,5%,$1751.88,in-store
"Apr 21, 2023",p025,S007 ,C0062,2,367.13,15%,€624.12,in-store
"Jun 02, 2023",p070,S001 ,C0052,2,476.71,10%,858.08 USD,in-store
2023-01-05,p073,S021 ,C0052,4,51.0,10%,183.6 USD,in-store
06/01/2023,p070,S013 ,C0046,6,130.65,10%,705.51 USD,Wholesale
23/09/2023,p099,S035 ,C0065,6,85.45,10%,€461.43,Wholesale
"Jul 30, 2023",p077,S050 ,C0009,2,284.89,10%,€512.8,online 
02/12/2023,p022,S006 ,C0050,3,435.01,15%,€1109.28,web
"Jan 03, 2023",p071,S046 ,C0096,4,242.99,15%,826.17 USD,online 
28/05/2023,p100,S005 ,C0084,5,294.46,0%,$1472.30,web
"Aug 09, 2023",p098,S023 ,C0022,4,204.44,10%,735.98 USD,in-store
"Mar 21, 2023",p067,S038 ,C0005,7,212.35,15%,1263.48 USD,Wholesale
27/05/2023,p095,S022 ,C0046,4,349.08,10%,$1256.69,in-store
2023-01-28,p022,S017 ,C0044,8,94.31,15%,641.31 USD,Wholesale
29/09/2023,p031,S022 ,C0086,3,444.18,5%,$1265.91,in-store
2023-07-23,p078,S016 ,C0021,6,371.11,5%,€2115.33,in-store
2023-02-17,p039,S029 ,C0003,6,159.31,0%,955.86 USD,online 
14/05/2023,p008,S007 ,C0075,7,32.44,10%,€204.37,Wholesale
23/06/2023,p048,S004 ,C0025,1,178.57,0%,$178.57,in-store
2023-08-06,p099,S046 ,C0091,3,360.21,5%,€1026.6,web
"Aug 15, 2023",p023,S027 ,C0021,3,342.78,0%,€1028.34,online 
"Jul 17, 2023",p032,S023 ,C0093,7,419.79,5%,€2791.6,online 
2023-03-21,p080,S003 ,C0003,1,319.39,0%,319.39 USD,Wholesale
"Dec 24, 2023",p040,S017 ,C0035,5,488.3,0%,$2441.50,Wholesale
16/07/2023,p040,S025 ,C0056,4,77.53,5%,294.61 USD,web
04/02/2023,p093,S018 ,C0022,7,444.34,10%,2799.34 USD,online 
"Jun 28, 2023",p093,S015 ,C0066,2,92.6,10%,166.68 USD,web
30/10/2023,p092,S040 ,C0052,7,96.22,5%,639.86 USD,online 
"May 09, 2023",p061,S036 ,C0069,8,345.14,10%,$2485.01,online 
2023-11-27,p040,S006 ,C0020,6,479.84,0%,€2879.04,web
2023-04-02,p012,S047 ,C0005,4,195.3,0%,€781.2,online 
31/10/2023,p042,S043 ,C0087,2,257.65,0%,€515.3,in-store
30/10/2023,p014,S028 ,C0085,4,159.88,0%,$639.52,in-store
2023-08-22,p036,S042 ,C0078,1,375.91,10%,€338.32,online 
2023-12-06,p082,S045 ,C0014,5,108.0,0%,€540.0,web
2023-04-01,p058,S015 ,C0027,7,440.13,5%,$2926.86,online 
26/11/2023,p050,S042 ,C0049,5,148.4,0%,742.0 USD,in-store
"Nov 04, 2023",p019,S049 ,C0055,6,440.86,0%,$2645.16,Wholesale
"Aug 03, 2023",p067,S040 ,C0088,8,73.34,5%,557.38 USD,web
2023-07-05,p084,S043 ,C0060,8,206.86,10%,$1489.39,in-store
21/06/2023,p073,S031 ,C0036,8,447.84,0%,€3582.72,online 
25/06/2023,p010,S037 ,C0046,1,339.22,15%,288.34 USD,online 
2023-05-31,p063,S012 ,C0022,1,223.55,15%,190.02 USD,in-store
06/04/2023,p009,S016 ,C0068,3,133.08,5%,$379.28,web
"Dec 20, 2023",p039,S018 ,C0043,2,291.19,0%,€582.38,in-store
"Oct 10, 2023",p058,S021 ,C0008,8,378.17,10%,$2722.82,Wholesale
03/06/2023,p030,S004 ,C0002,1,486.63,5%,€462.3,online 
16/02/2023,p072,S025 ,C0062,6,219.33,10%,€1184.38,web
12/03/2023,p041,S017 ,C0044,2,300.37,0%,€600.74,web
14/11/2023,p025,S030 ,C0030,2,201.71,5%,383.25 USD,web
09/07/2023,p040,S005 ,C0022,1,371.82,5%,353.23 USD,in-store
"Oct 27, 2023",p076,S038 ,C0059,5,69.61,15%,$295.84,online 
"Nov 05, 2023",p022,S021 ,C0044,3,57.44,10%,$155.09,online 
23/06/2023,p053,S022 ,C0037,1,66.13,15%,€56.21,in-store
2023-11-04,p038,S041 ,C0096,7,265.45,0%,1858.15 USD,in-store
"Feb 26, 2023",p074,S025 ,C0061,8,150.98,10%,1087.06 USD,online 
2023-01-11,p074,S033 ,C0090,5,278.61,15%,$1184.09,online 
29/09/2023,p036,S002 ,C0079,4,127.92,15%,434.93 USD,Wholesale
29/03/2023,p055,S046 ,C0024,6,296.43,0%,1778.58 USD,web
"Oct 01, 2023",p085,S037 ,C0095,3,466.84,10%,€1260.47,in-store
2023-03-21,p037,S043 ,C0003,1,76.34,5%,$72.52,web
08/11/2023,p058,S027 ,C0049,6,454.36,0%,2726.16 USD,online 
"Jan 29, 2023",p094,S048 ,C0081,4,329.17,0%,€1316.68,web
2023-11-11,p032,S049 ,C0031,7,326.54,0%,$2285.78,in-store
"Mar 06, 2023",p076,S030 ,C0047,1,482.54,5%,€458.41,online 
18/02/2023,p045,S001 ,C0040,4,98.09,10%,€353.12,in-store
2023-05-23,p067,S048 ,C0098,5,148.41,0%,€742.05,web
"Oct 06, 2023",p049,S050 ,C0062,7,391.95,15%,€2332.1,web
26/12/2023,p094,S034 ,C0083,7,211.82,15%,1260.33 USD,in-store
11/07/2023,p056,S031 ,C0082,7,158.16,5%,$1051.76,online 
"Sep 12, 2023",p021,S013 ,C0013,4,90.56,10%,326.02 USD,Wholesale
2023-03-17,p021,S002 ,C0017,5,203.71,10%,€916.7,online 
2023-09-08,p025,S007 ,C0034,7,265.09,10%,1670.07 USD,online 
"Feb 21, 2023",p005,S020 ,C0008,2,232.03,10%,€417.65,web
"Jul 22, 2023",p089,S001 ,C0002,4,447.91,15%,€1522.89,Wholesale
"Apr 04, 2023",p015,S045 ,C0094,7,138.02,0%,€966.14,in-store
2023-10-25,p052,S011 ,C0069,6,278.92,0%,$1673.52,in-store
12/12/2023,p070,S006 ,C0074,5,189.86,5%,€901.84,in-store
20/01/2023,p074,S020 ,C0087,2,20.57,5%,39.08 USD,web
"Jun 02, 2023",p006,S017 ,C0087,1,257.3,5%,€244.44,Wholesale
07/01/2023,p035,S005 ,C0087,7,54.1,15%,321.89 USD,web
"Aug 21, 2023",p008,S011 ,C0052,5,313.05,10%,€1408.73,Wholesale
29/08/2023,p069,S040 ,C0016,8,159.64,5%,€1213.26,online 
2023-08-25,p046,S033 ,C0060,1,292.46,10%,$263.21,in-store
"Jun 08, 2023",p026,S042 ,C0082,8,443.25,10%,€3191.4,online 
2023-09-06,p018,S006 ,C0064,5,369.37,10%,$1662.16,web
24/11/2023,p085,S022 ,C0052,7,96.04,0%,€672.28,in-store
"Jan 27, 2023",p009,S006 ,C0057,1,378.48,0%,378.48 USD,Wholesale
"Mar 29, 2023",p095,S003 ,C0029,7,318.66,15%,$1896.03,web
2023-11-05,p040,S025 ,C0084,1,427.45,15%,€363.33,online 
20/03/2023,p085,S044 ,C0096,4,102.92,0%,$411.68,Wholesale
"May 12, 2023",p026,S016 ,C0077,3,320.55,15%,€817.4,Wholesale
2023-11-16,p056,S014 ,C0087,6,213.41,5%,€1216.44,web
25/11/2023,p003,S033 ,C0012,8,261.39,5%,1986.56 USD,Wholesale
2023-04-18,p070,S020 ,C0099,4,387.83,10%,1396.19 USD,online 
2023-12-22,p024,S023 ,C0051,6,144.7,15%,$737.97,web
28/02/2023,p019,S016 ,C0033,7,387.21,5%,2574.95 USD,in-store
14/08/2023,p026,S016 ,C0090,6,34.32,15%,175.03 USD,web
"Mar 30, 2023",p059,S030 ,C0072,4,85.39,15%,$290.33,web
"Oct 25, 2023",p041,S031 ,C0026,7,26.7,10%,$168.21,web
"Feb 05, 2023",p034,S008 ,C0026,4,405.63,0%,€1622.52,online 
25/12/2023,p084,S026 ,C0080,1,294.14,0%,$294.14,online 
"Apr 15, 2023",p036,S030 ,C0064,1,488.02,15%,414.82 USD,web
15/12/2023,p008,S006 ,C0086,4,86.28,10%,310.61 USD,online 
06/12/2023,p098,S049 ,C0075,6,159.21,0%,€955.26,Wholesale
22/06/2023,p085,S047 ,C0026,8,120.53,10%,867.82 USD,Wholesale
31/01/2023,p012,S045 ,C0053,3,324.05,5%,923.54 USD,online 
2023-10-27,p032,S011 ,C0088,7,345.76,15%,2057.27 USD,Wholesale
2023-10-14,p096,S008 ,C0091,7,234.67,5%,$1560.56,web
09/10/2023,p018,S022 ,C0076,8,130.91,10%,942.55 USD,Wholesale
05/08/2023,p068,S007 ,C0022,2,216.0,10%,388.8 USD,in-store
29/04/2023,p043,S003 ,C0024,6,430.14,5%,$2451.80,Wholesale
2023-04-10,p057,S041 ,C0010,1,37.11,0%,$37.11,in-store
05/07/2023,p038,S018 ,C0082,2,465.07,5%,883.63 USD,online 
"Oct 02, 2023",p046,S021 ,C0072,7,390.98,15%,2326.33 USD,Wholesale
02/12/2023,p053,S005 ,C0098,3,269.69,0%,$809.07,web
2023-05-14,p060,S037 ,C0084,6,379.33,5%,€2162.18,web
14/08/2023,p083,S030 ,C0042,3,219.47,0%,€658.41,online 
"Mar 13, 2023",p057,S005 ,C0090,6,492.5,10%,€2659.5,web
28/07/2023,p046,S023 ,C0033,5,189.89,5%,901.98 USD,online 
"Apr 24, 2023",p009,S032 ,C0092,6,90.36,15%,$460.84,web
14/02/2023,p038,S047 ,C0066,6,22.81,10%,€123.17,in-store
2023-03-07,p081,S046 ,C0025,3,181.34,15%,$462.42,online 
2023-08-07,p093,S047 ,C0073,7,196.1,0%,$1372.70,in-store
"Aug 12, 2023",p047,S014 ,C0019,4,412.74,5%,1568.41 USD,in-store
10/12/2023,p073,S004 ,C0036,5,395.68,5%,€1879.48,web
2023-07-15,p066,S003 ,C0007,2,337.52,5%,$641.29,web
01/06/2023,p079,S029 ,C0045,5,296.1,10%,$1332.45,online 
18/05/2023,p014,S015 ,C0065,8,27.52,15%,187.14 USD,in-store
18/12/2023,p044,S013 ,C0047,8,396.6,15%,€2696.88,online 
"Aug 09, 2023",p008,S034 ,C0077,8,106.37,10%,765.86 USD,Wholesale
31/08/2023,p071,S033 ,C0032,7,352.55,5%,2344.46 USD,web
09/12/2023,p064,S035 ,C0086,6,333.93,5%,$1903.40,in-store
2023-07-12,p037,S040 ,C0028,7,477.26,15%,$2839.70,online 
2023-11-30,p034,S003 ,C0062,7,319.59,5%,€2125.27,Wholesale
"Sep 21, 2023",p083,S003 ,C0021,4,69.25,5%,€263.15,web
"Jan 02, 2023",p017,S046 ,C0005,5,256.45,5%,$1218.14,web
31/03/2023,p004,S034 ,C0019,3,167.21,0%,$501.63,Wholesale
20/04/2023,p051,S017 ,C0007,7,172.56,10%,€1087.13,web
2023-06-20,p001,S023 ,C0081,7,272.0,15%,$1618.40,web
2023-10-06,p052,S003 ,C0007,4,377.2,10%,$1357.92,web
"Jan 31, 2023",p053,S014 ,C0090,1,180.97,0%,€180.97,in-store
2023-02-12,p017,S019 ,C0001,7,37.08,15%,220.63 USD,in-store
14/09/2023,p038,S024 ,C0032,7,139.35,5%,$926.68,online 
"Mar 31, 2023",p035,S003 ,C0094,8,415.48,15%,€2825.26,Wholesale
2023-08-23,p093,S031 ,C0065,2,29.9,15%,€50.83,Wholesale
08/06/2023,p085,S001 ,C0050,1,83.0,10%,€74.7,in-store
"May 14, 2023",p011,S018 ,C0060,1,338.59,0%,$338.59,in-store
30/09/2023,p031,S049 ,C0024,2,265.0,5%,$503.50,in-store
"Oct 17, 2023",p080,S014 ,C0027,3,491.76,5%,$1401.52,in-store
22/01/2023,p083,S028 ,C0062,8,52.45,15%,€356.66,web
"Nov 06, 2023",p085,S018 ,C0014,8,250.83,5%,1906.31 USD,online 
13/05/2023,p026,S017 ,C0080,3,100.42,5%,$286.20,Wholesale
"Oct 14, 2023",p014,S033 ,C0083,4,340.37,0%,1361.48 USD,online 
17/03/2023,p051,S028 ,C0066,5,296.53,0%,€1482.65,Wholesale
"Aug 11, 2023",p080,S009 ,C0019,3,130.01,10%,$351.03,online 
23/04/2023,p080,S031 ,C0024,3,68.4,10%,€184.68,web
2023-08-31,p091,S043 ,C0040,4,457.44,0%,1829.76 USD,online 
08/06/2023,p044,S034 ,C0072,8,104.04,5%,$790.70,web
"Jul 28, 2023",p021,S040 ,C0078,5,42.98,10%,€193.41,in-store
"Sep 03, 2023",p077,S028 ,C0054,8,360.44,0%,2883.52 USD,in-store
2023-05-14,p097,S015 ,C0056,1,131.88,15%,$112.10,Wholesale
"Jan 22, 2023",p001,S007 ,C0096,8,90.54,15%,€615.67,Wholesale
"Apr 06, 2023",p085,S050 ,C0088,2,123.24,15%,€209.51,online 
"Mar 30, 2023",p041,S008 ,C0008,2,142.72,0%,$285.44,online 
"May 29, 2023",p084,S030 ,C0012,1,460.55,0%,460.55 USD,online 
30/08/2023,p098,S003 ,C0073,7,397.51,0%,€2782.57,in-store
"Jul 28, 2023",p099,S031 ,C0056,1,255.47,10%,$229.92,Wholesale
"Feb 19, 2023",p006,S024 ,C0002,2,373.39,5%,$709.44,online 
08/06/2023,p001,S021 ,C0012,8,75.11,5%,€570.84,in-store
2023-07-11,p003,S014 ,C0056,4,397.56,10%,1431.22 USD,web
2023-02-03,p072,S011 ,C0004,1,173.78,0%,$173.78,Wholesale
2023-03-03,p081,S021 ,C0030,7,129.95,0%,909.65 USD,in-store
"Feb 01, 2023",p015,S016 ,C0040,5,35.22,5%,€167.29,Wholesale
30/04/2023,p094,S005 ,C0058,6,108.42,0%,650.52 USD,Wholesale
"Aug 04, 2023",p001,S047 ,C0013,5,312.23,5%,$1483.09,web
2023-06-14,p004,S045 ,C0074,1,469.52,0%,469.52 USD,Wholesale
03/01/2023,p010,S021 ,C0023,8,266.35,5%,€2024.26,online 
2023-05-24,p076,S030 ,C0014,1,373.41,0%,€373.41,online 
2023-05-13,p005,S035 ,C0096,1,305.4,15%,€259.59,online 
"Apr 29, 2023",p070,S023 ,C0041,5,366.31,5%,1739.97 USD,web
"Feb 15, 2023",p086,S048 ,C0099,2,344.79,0%,689.58 USD,in-store
2023-05-25,p075,S017 ,C0083,3,464.28,5%,€1323.2,online 
19/07/2023,p078,S031 ,C0054,2,356.49,15%,606.03 USD,online 
"Feb 27, 2023",p090,S010 ,C0023,6,121.68,10%,€657.07,online 
2023-06-22,p083,S023 ,C0076,4,284.92,15%,968.73 USD,online 
08/12/2023,p047,S029 ,C0002,2,169.67,15%,€288.44,web
15/09/2023,p092,S022 ,C0077,7,253.87,10%,€1599.38,web
"Apr 19, 2023",p098,S016 ,C0062,2,251.05,15%,426.79 USD,web
"Feb 18, 2023",p012,S025 ,C0083,3,382.96,10%,€1033.99,Wholesale
2023-05-03,p006,S030 ,C0025,5,198.41,5%,$942.45,Wholesale
2023-08-26,p039,S009 ,C0068,1,402.78,5%,$382.64,in-store
24/05/2023,p040,S029 ,C0011,3,367.44,15%,$936.97,in-store
"Jul 22, 2023",p056,S004 ,C0073,6,245.78,10%,1327.21 USD,online 
"Oct 31, 2023",p062,S028 ,C0013,7,319.93,10%,€2015.56,Wholesale
2023-12-11,p075,S042 ,C0077,2,435.27,0%,$870.54,Wholesale
2023-01-02,p085,S038 ,C0039,6,81.72,15%,$416.77,online 
"Jul 10, 2023",p079,S012 ,C0075,5,243.85,15%,1036.36 USD,in-store
"Jan 30, 2023",p034,S007 ,C0090,5,150.41,5%,$714.45,Wholesale
"Oct 16, 2023",p037,S046 ,C0065,2,50.53,10%,90.95 USD,in-store
31/05/2023,p059,S016 ,C0047,2,272.44,10%,€490.39,web
2023-07-18,p084,S048 ,C0027,1,77.67,10%,69.9 USD,Wholesale
"Aug 14, 2023",p077,S046 ,C0029,8,235.5,0%,1884.0 USD,in-store
2023-05-17,p019,S019 ,C0012,4,113.32,15%,$385.29,Wholesale
2023-10-27,p061,S045 ,C0016,4,277.33,0%,$1109.32,web
2023-08-27,p012,S005 ,C0086,5,277.87,15%,$1180.95,Wholesale
"Jan 03, 2023",p050,S027 ,C0038,7,171.28,0%,€1198.96,online 
2023-01-28,p014,S013 ,C0090,8,317.34,10%,2284.85 USD,in-store
"May 03, 2023",p018,S021 ,C0006,1,354.18,0%,354.18 USD,online 
"Jun 26, 2023",p025,S018 ,C0053,8,64.91,15%,€441.39,Wholesale
"Apr 08, 2023",p008,S031 ,C0067,6,442.92,10%,2391.77 USD,online 
"Jan 12, 2023",p098,S042 ,C0009,8,230.79,15%,1569.37 USD,web
2023-09-08,p064,S038 ,C0076,8,297.94,10%,$2145.17,in-store
02/12/2023,p090,S043 ,C0055,4,199.06,0%,€796.24,web
29/10/2023,p100,S027 ,C0018,7,334.92,0%,€2344.44,in-store
2023-12-17,p051,S012 ,C0044,8,295.37,5%,€2244.81,online 
2023-04-26,p016,S031 ,C0072,8,132.37,15%,€900.12,in-store
30/08/2023,p064,S022 ,C0053,6,143.14,0%,€858.84,Wholesale
2023-03-16,p001,S004 ,C0029,5,146.37,10%,$658.67,web
08/02/2023,p067,S019 ,C0021,8,128.03,5%,€973.03,web
15/07/2023,p048,S029 ,C0054,3,281.61,10%,760.35 USD,Wholesale
2023-02-06,p010,S029 ,C0032,3,403.14,5%,$1148.95,in-store
13/03/2023,p008,S033 ,C0067,2,164.94,0%,€329.88,Wholesale
"Apr 22, 2023",p073,S024 ,C0053,3,255.59,0%,766.77 USD,web
"Aug 29, 2023",p072,S036 ,C0016,6,318.09,5%,1813.11 USD,Wholesale
2023-05-15,p082,S025 ,C0011,4,265.35,15%,902.19 USD,Wholesale
17/12/2023,p050,S028 ,C0014,4,151.28,15%,€514.35,in-store
05/04/2023,p045,S032 ,C0068,3,395.96,15%,$1009.70,in-store
2023-12-16,p019,S003 ,C0037,7,121.06,0%,€847.42,web
2023-12-03,p065,S046 ,C0062,7,305.48,0%,€2138.36,Wholesale
16/07/2023,p006,S046 ,C0099,8,375.38,0%,$3003.04,online 
29/08/2023,p088,S004 ,C0038,3,316.21,0%,$948.63,web
"Jun 21, 2023",p067,S031 ,C0086,1,460.44,15%,$391.37,web
04/07/2023,p030,S012 ,C0024,1,329.98,0%,$329.98,online 
2023-03-13,p056,S028 ,C0036,6,348.59,0%,€2091.54,Wholesale
01/01/2023,p039,S047 ,C0085,7,215.15,15%,€1280.14,in-store
"Mar 21, 2023",p048,S013 ,C0051,6,104.06,0%,€624.36,in-store
2023-02-19,p006,S006 ,C0032,6,110.13,10%,$594.70,web
"Dec 09, 2023",p074,S048 ,C0093,8,424.45,10%,3056.04 USD,web
2023-09-24,p039,S005 ,C0079,3,73.23,0%,€219.69,Wholesale
2023-01-11,p026,S034 ,C0074,2,253.61,5%,€481.86,in-store
26/09/2023,p034,S032 ,C0012,7,366.45,15%,$2180.38,Wholesale
"Sep 29, 2023",p090,S029 ,C0048,2,430.9,15%,732.53 USD,web
20/10/2023,p038,S008 ,C0079,1,294.73,5%,$279.99,Wholesale
10/12/2023,p046,S038 ,C0069,5,329.82,15%,1401.73 USD,online 
"Jan 07, 2023",p025,S002 ,C0043,2,85.44,10%,€153.79,online 
11/08/2023,p021,S014 ,C0006,3,178.8,10%,$482.76,in-store
"Dec 13, 2023",p074,S028 ,C0091,8,116.07,15%,€789.28,Wholesale
30/08/2023,p057,S050 ,C0004,8,141.82,15%,€964.38,web
12/11/2023,p025,S006 ,C0062,8,265.8,10%,$1913.76,web
2023-03-07,p042,S040 ,C0083,1,447.39,5%,425.02 USD,online 
03/06/2023,p087,S013 ,C0058,6,163.86,10%,€884.84,Wholesale
2023-02-17,p013,S018 ,C0002,1,43.19,10%,$38.87,web
2023-02-04,p033,S001 ,C0092,1,332.27,10%,€299.04,in-store
10/04/2023,p036,S036 ,C0094,7,282.7,15%,1682.06 USD,web
2023-01-07,p044,S040 ,C0082,7,278.09,10%,€1751.97,in-store
30/03/2023,p079,S004 ,C0021,5,470.3,5%,€2233.92,in-store
2023-09-08,p029,S014 ,C0036,2,111.55,15%,€189.63,online 
2023-04-17,p100,S018 ,C0057,5,289.54,5%,$1375.32,Wholesale
"Nov 12, 2023",p017,S030 ,C0005,6,118.46,5%,€675.22,Wholesale
"Jul 11, 2023",p015,S007 ,C0063,1,490.93,15%,€417.29,Wholesale
25/11/2023,p073,S025 ,C0020,3,387.76,5%,€1105.12,in-store
"Sep 10, 2023",p033,S033 ,C0042,3,451.89,15%,€1152.32,in-store
09/04/2023,p062,S032 ,C0070,2,276.4,15%,€469.88,online 
"Jun 19, 2023",p077,S034 ,C0022,6,62.87,10%,339.5 USD,Wholesale
10/05/2023,p083,S032 ,C0065,5,479.34,10%,€2157.03,in-store
"Nov 30, 2023",p097,S010 ,C0002,5,387.09,5%,1838.68 USD,in-store
25/10/2023,p069,S038 ,C0019,8,279.52,5%,$2124.35,in-store
"Feb 07, 2023",p002,S009 ,C0072,5,341.82,0%,$1709.10,Wholesale
05/06/2023,p067,S006 ,C0049,1,363.69,15%,$309.14,in-store
2023-09-09,p013,S050 ,C0083,3,494.91,5%,$1410.49,Wholesale
02/01/2023,p031,S042 ,C0027,6,448.81,0%,€2692.86,online 
