Inventory Date,ProductRef,StoreRef,QtyInStock,ReorderFlag
24/02/2023, P068 ,S028,54 units,no
2023-02-14, p010 ,S022,47 units,no
2023-03-06, P099 ,S025,26 units,yes
2023-08-16, p093 ,S013,112 units,no
23/08/2023, p022 ,S036,122 units,no
03/11/2023, P096 ,S007,69 units,no
04/02/2023, p093 ,S043,78 units,no
02/11/2023, P069 ,S035,192 units,no
16/08/2023, p085 ,S028,25 units,yes
05/11/2023, P068 ,S042,109 units,no
07/07/2023, p085 ,S032,89 units,no
"Jan 06, 2023", p017 ,S022,137 units,no
"Mar 10, 2023", P059 ,S004,170 units,no
2023-08-14, P067 ,S019,172 units,no
09/03/2023, p087 ,S028,22 units,yes
2023-08-07, p054 ,S014,103 units,no
"Jul 11, 2023", P064 ,S014,197 units,no
01/03/2023, p073 ,S003,187 units,no
2023-09-20, p022 ,S020,195 units,no
16/02/2023, P100 ,S044,76 units,no
2023-01-22, P040 ,S026,149 units,no
2023-01-31, P064 ,S040,49 units,no
2023-02-05, p035 ,S046,151 units,no
2023-02-12, p052 ,S009,173 units,no
"Mar 28, 2023", P099 ,S026,26 units,yes
"Nov 15, 2023", P070 ,S031,51 units,no
"Jul 25, 2023", p041 ,S019,190 units,no
21/03/2023, p095 ,S027,116 units,no
"Apr 30, 2023", p050 ,S033,147 units,no
20/12/2023, p080 ,S043,151 units,no
"Oct 12, 2023", p018 ,S010,63 units,no
2023-07-15, P070 ,S007,152 units,no
15/04/2023, p052 ,S022,183 units,no
"Sep 03, 2023", p097 ,S018,55 units,no
"Jan 28, 2023", p018 ,S013,78 units,no
03/08/2023, p028 ,S016,22 units,yes
"Jan 13, 2023", P084 ,S019,172 units,no
"Jan 06, 2023", P094 ,S010,175 units,no
26/09/2023, p038 ,S041,58 units,no
2023-01-22, p060 ,S028,158 units,no
2023-04-14, p018 ,S035,44 units,no
"Dec 31, 2023", p089 ,S041,34 units,no
"Oct 28, 2023", P069 ,S020,88 units,no
22/10/2023, p092 ,S010,5 units,yes
2023-02-19, P069 ,S049,87 units,no
20/11/2023, P014 ,S024,152 units,no
04/11/2023, P083 ,S011,150 units,no
29/12/2023, p043 ,S003,7 units,yes
08/01/2023, p038 ,S012,140 units,no
2023-07-03, P062 ,S026,197 units,no
2023-02-18, p004 ,S003,68 units,no
18/04/2023, p090 ,S048,94 units,no
2023-02-26, p087 ,S042,90 units,no
2023-11-03, P036 ,S044,89 units,no
"Oct 05, 2023", P056 ,S048,12 units,yes
16/07/2023, P024 ,S034,42 units,no
2023-06-22, p073 ,S006,41 units,no
"May 24, 2023", p074 ,S045,123 units,no
"Oct 29, 2023", P068 ,S025,31 units,no
10/04/2023, p073 ,S040,45 units,no
2023-11-26, P064 ,S010,34 units,no
"Feb 15, 2023", P076 ,S002,7 units,yes
2023-04-08, P076 ,S038,47 units,no
"May 01, 2023", p011 ,S023,187 units,no
"Apr 14, 2023", P014 ,S039,195 units,no
2023-08-15, P014 ,S006,62 units,no
"Feb 17, 2023", p037 ,S022,137 units,no
2023-10-02, P094 ,S008,154 units,no
"Jul 07, 2023", P008 ,S021,162 units,no
2023-05-11, P083 ,S038,75 units,no
"Feb 20, 2023", p044 ,S012,158 units,no
2023-06-09, p077 ,S017,153 units,no
31/10/2023, p015 ,S003,8 units,yes
24/03/2023, p018 ,S006,29 units,yes
28/03/2023, P063 ,S013,180 units,no
2023-07-04, P048 ,S028,83 units,no
"May 26, 2023", p022 ,S045,37 units,no
22/01/2023, p018 ,S033,143 units,no
30/12/2023, p074 ,S012,163 units,no
13/11/2023, P053 ,S017,199 units,no
"Jun 15, 2023", p055 ,S045,189 units,no
"Apr 24, 2023", P061 ,S015,188 units,no
22/09/2023, P070 ,S049,110 units,no
"Aug 03, 2023", P002 ,S009,14 units,yes
17/05/2023, P094 ,S047,27 units,yes
26/03/2023, P099 ,S007,105 units,no
"Jul 28, 2023", p044 ,S031,111 units,no
2023-12-23, p010 ,S049,14 units,yes
08/09/2023, P019 ,S010,70 units,no
03/05/2023, p093 ,S006,68 units,no
20/05/2023, p054 ,S033,37 units,no
2023-01-09, P058 ,S003,114 units,no
2023-02-10, P075 ,S012,194 units,no
"Apr 18, 2023", p088 ,S006,15 units,yes
2023-08-23, P007 ,S012,153 units,no
"Aug 09, 2023", p010 ,S034,51 units,no
26/02/2023, p038 ,S007,103 units,no
"Nov 23, 2023", p057 ,S047,12 units,yes
"Mar 11, 2023", p042 ,S013,83 units,no
2023-10-28, P094 ,S043,39 units,no
2023-02-08, p087 ,S034,155 units,no
17/09/2023, p042 ,S042,64 units,no
2023-07-16, p089 ,S021,144 units,no
2023-02-04, p074 ,S021,31 units,no
"Aug 28, 2023", P066 ,S015,18 units,yes
2023-08-30, p091 ,S050,47 units,no
2023-04-18, P100 ,S005,26 units,yes
2023-04-09, p091 ,S037,161 units,no
22/06/2023, P024 ,S049,4 units,yes
"Aug 06, 2023", P039 ,S024,197 units,no
22/03/2023, P051 ,S032,73 units,no
"Jun 11, 2023", p022 ,S038,57 units,no
2023-06-18, P076 ,S001,12 units,yes
2023-08-12, P036 ,S036,55 units,no
2023-02-21, P005 ,S002,180 units,no
13/06/2023, P069 ,S026,112 units,no
2023-08-04, p050 ,S034,32 units,no
2023-07-21, p088 ,S034,58 units,no
2023-04-18, P016 ,S018,66 units,no
2023-05-30, p015 ,S017,37 units,no
06/11/2023, p012 ,S009,18 units,yes
26/06/2023, P049 ,S020,124 units,no
"Oct 06, 2023", P001 ,S032,133 units,no
2023-01-24, p041 ,S014,62 units,no
04/07/2023, p087 ,S015,120 units,no
2023-05-22, P029 ,S025,9 units,yes
2023-06-28, p004 ,S011,163 units,no
2023-08-22, P033 ,S044,35 units,no
2023-08-19, p082 ,S002,185 units,no
2023-11-22, p037 ,S046,87 units,no
2023-03-29, p017 ,S049,25 units,yes
2023-08-01, P064 ,S029,8 units,yes
08/07/2023, P025 ,S024,146 units,no
14/02/2023, P034 ,S013,40 units,no
"Aug 29, 2023", P068 ,S023,127 units,no
18/01/2023, p037 ,S044,164 units,no
"Jun 10, 2023", P029 ,S017,15 units,yes
2023-09-18, p090 ,S004,33 units,no
30/01/2023, P005 ,S019,117 units,no
04/08/2023, p088 ,S012,138 units,no
"Nov 04, 2023", P039 ,S027,87 units,no
30/07/2023, P039 ,S037,162 units,no
2023-02-11, P063 ,S012,48 units,no
2023-06-23, p091 ,S034,98 units,no
2023-08-02, P007 ,S033,174 units,no
2023-04-05, P064 ,S001,71 units,no
15/12/2023, P058 ,S033,178 units,no
2023-07-24, p038 ,S045,69 units,no
20/10/2023, P003 ,S032,150 units,no
"Oct 11, 2023", p038 ,S016,185 units,no
2023-11-24, P014 ,S014,77 units,no
06/12/2023, P030 ,S001,82 units,no
"Apr 24, 2023", p044 ,S038,194 units,no
"May 30, 2023", p011 ,S036,150 units,no
2023-04-18, P098 ,S044,135 units,no
2023-06-17, P070 ,S042,192 units,no
10/04/2023, P005 ,S037,75 units,no
2023-01-24, p042 ,S046,177 units,no
2023-08-16, P053 ,S034,148 units,no
15/09/2023, p085 ,S010,4 units,yes
10/08/2023, P056 ,S030,40 units,no
27/08/2023, p041 ,S025,52 units,no
2023-11-15, P008 ,S049,139 units,no
2023-05-12, p018 ,S022,114 units,no
"May 28, 2023", p018 ,S048,138 units,no
"Feb 09, 2023", P065 ,S041,88 units,no
2023-05-13, P036 ,S010,24 units,yes
17/10/2023, p026 ,S046,111 units,no
2023-02-07, p097 ,S023,14 units,yes
"Aug 18, 2023", p006 ,S043,195 units,no
"Aug 01, 2023", p057 ,S026,161 units,no
"Dec 03, 2023", p057 ,S037,192 units,no
2023-05-19, p052 ,S011,133 units,no
"Jun 07, 2023", P072 ,S042,53 units,no
2023-06-21, P048 ,S014,153 units,no
"Mar 05, 2023", P098 ,S030,74 units,no
09/07/2023, P098 ,S007,108 units,no
"Jun 02, 2023", P033 ,S044,87 units,no
"Oct 06, 2023", p077 ,S041,194 units,no
03/01/2023, P058 ,S028,32 units,no
2023-08-01, P007 ,S031,133 units,no
"Oct 16, 2023", p004 ,S021,120 units,no
2023-03-02, p032 ,S019,36 units,no
2023-06-22, P069 ,S040,60 units,no
01/04/2023, p021 ,S014,107 units,no
"Apr 08, 2023", p018 ,S002,199 units,no
16/10/2023, P029 ,S038,192 units,no
2023-11-02, P024 ,S024,159 units,no
"Dec 11, 2023", p004 ,S026,79 units,no
04/10/2023, p026 ,S036,90 units,no
"Aug 01, 2023", P024 ,S007,12 units,yes
18/05/2023, p074 ,S045,175 units,no
2023-03-20, P020 ,S038,81 units,no
16/01/2023, p043 ,S049,2 units,yes
"Nov 17, 2023", P079 ,S003,47 units,no
"Apr 14, 2023", P058 ,S030,165 units,no
2023-04-24, p055 ,S024,188 units,no
"Sep 14, 2023", p050 ,S013,135 units,no
"Feb 27, 2023", p080 ,S006,130 units,no
2023-12-23, P033 ,S049,171 units,no
21/11/2023, p097 ,S018,192 units,no
"Jun 01, 2023", p074 ,S002,159 units,no
2023-08-14, p028 ,S040,59 units,no
13/05/2023, P014 ,S042,39 units,no
"May 18, 2023", P051 ,S047,187 units,no
2023-07-30, p011 ,S050,105 units,no
2023-11-04, p091 ,S033,41 units,no
2023-02-09, P001 ,S033,169 units,no
02/04/2023, P094 ,S012,106 units,no
2023-02-10, p092 ,S043,169 units,no
31/10/2023, p021 ,S021,142 units,no
"Feb 10, 2023", P064 ,S021,115 units,no
"Apr 02, 2023", P029 ,S039,141 units,no
2023-02-03, P053 ,S043,63 units,no
10/10/2023, p052 ,S007,22 units,yes
24/01/2023, P046 ,S019,196 units,no
"Feb 26, 2023", p057 ,S002,53 units,no
2023-01-17, p050 ,S023,104 units,no
13/05/2023, P016 ,S049,142 units,no
"Oct 08, 2023", P056 ,S019,167 units,no
"Feb 14, 2023", P046 ,S048,149 units,no
"Jan 03, 2023", P061 ,S024,159 units,no
"Dec 09, 2023", P049 ,S035,59 units,no
"Sep 21, 2023", p010 ,S031,15 units,yes
2023-05-17, P071 ,S045,107 units,no
2023-04-13, P062 ,S016,79 units,no
"Sep 11, 2023", P051 ,S015,148 units,no
"Jun 26, 2023", P066 ,S016,38 units,no
"Nov 05, 2023", p044 ,S016,193 units,no
21/12/2023, p078 ,S014,122 units,no
17/06/2023, P056 ,S002,90 units,no
2023-03-22, P068 ,S007,47 units,no
21/02/2023, p060 ,S024,34 units,no
13/10/2023, P002 ,S043,6 units,yes
2023-11-19, P062 ,S032,144 units,no
"Feb 16, 2023", p022 ,S019,105 units,no
"Feb 08, 2023", p095 ,S023,127 units,no
11/11/2023, P048 ,S014,83 units,no
2023-04-04, p055 ,S020,69 units,no
2023-07-09, p043 ,S013,177 units,no
16/03/2023, p018 ,S023,64 units,no
"Aug 29, 2023", P098 ,S022,186 units,no
26/02/2023, p015 ,S031,7 units,yes
"Aug 10, 2023", P048 ,S020,23 units,yes
17/04/2023, P033 ,S040,60 units,no
"Mar 11, 2023", P024 ,S044,15 units,yes
14/11/2023, P014 ,S020,36 units,no
2023-06-19, P100 ,S047,39 units,no
12/12/2023, P025 ,S008,109 units,no
2023-07-17, p044 ,S040,183 units,no
11/07/2023, P065 ,S018,11 units,yes
27/04/2023, P065 ,S011,20 units,yes
"Mar 18, 2023", P069 ,S037,48 units,no
"Jun 25, 2023", p060 ,S012,145 units,no
02/07/2023, P099 ,S049,38 units,no
"Nov 29, 2023", P070 ,S005,177 units,no
2023-01-15, P096 ,S007,133 units,no
03/09/2023, p042 ,S007,91 units,no
05/07/2023, P058 ,S012,70 units,no
"May 21, 2023", P065 ,S016,163 units,no
"Apr 30, 2023", p043 ,S035,78 units,no
12/03/2023, p090 ,S046,67 units,no
"Nov 09, 2023", p093 ,S023,15 units,yes
20/05/2023, P083 ,S028,185 units,no
"Dec 28, 2023", P064 ,S045,4 units,yes
2023-12-11, p021 ,S032,167 units,no
"Aug 06, 2023", P075 ,S023,57 units,no
2023-06-26, P048 ,S006,106 units,no
"Jun 03, 2023", p093 ,S050,29 units,yes
19/07/2023, P019 ,S038,56 units,no
20/05/2023, p082 ,S043,194 units,no
"Nov 22, 2023", P030 ,S035,77 units,no
12/10/2023, p085 ,S027,74 units,no
17/01/2023, P003 ,S020,168 units,no
2023-08-24, P009 ,S040,6 units,yes
10/07/2023, P094 ,S048,76 units,no
2023-05-16, p093 ,S041,153 units,no
"Oct 15, 2023", P084 ,S050,185 units,no
"May 25, 2023", p081 ,S020,66 units,no
10/05/2023, p080 ,S006,29 units,yes
"Aug 08, 2023", P076 ,S030,134 units,no
2023-04-21, p004 ,S043,122 units,no
"Apr 22, 2023", p078 ,S022,182 units,no
12/04/2023, P005 ,S019,26 units,yes
"Aug 07, 2023", p037 ,S032,17 units,yes
03/06/2023, P096 ,S014,74 units,no
2023-05-02, P099 ,S041,14 units,yes
21/07/2023, p021 ,S028,18 units,yes
2023-08-20, P003 ,S045,26 units,yes
19/11/2023, p089 ,S044,76 units,no
2023-01-11, P003 ,S024,138 units,no
"May 18, 2023", p015 ,S025,91 units,no
"Oct 20, 2023", P036 ,S044,127 units,no
25/07/2023, P056 ,S007,9 units,yes
08/08/2023, p088 ,S040,149 units,no
15/06/2023, P040 ,S004,164 units,no
2023-11-07, p081 ,S027,56 units,no
08/01/2023, P051 ,S018,124 units,no
16/02/2023, p092 ,S015,11 units,yes
"Jan 17, 2023", P079 ,S002,40 units,no
07/10/2023, p087 ,S045,148 units,no
2023-09-02, p028 ,S030,63 units,no
04/05/2023, p004 ,S050,47 units,no
19/01/2023, P002 ,S017,110 units,no
2023-05-16, P025 ,S046,72 units,no
"Jan 26, 2023", p006 ,S043,170 units,no
22/09/2023, P079 ,S008,59 units,no
"Aug 31, 2023", P001 ,S008,167 units,no
2023-09-28, p087 ,S048,163 units,no
14/12/2023, P076 ,S023,139 units,no
16/01/2023, p093 ,S034,198 units,no
"Nov 14, 2023", p082 ,S047,75 units,no
2023-04-26, P020 ,S011,180 units,no
"Sep 22, 2023", P061 ,S018,152 units,no
29/10/2023, P065 ,S027,149 units,no
03/05/2023, P051 ,S048,55 units,no
"Oct 08, 2023", P072 ,S034,93 units,no
2023-01-21, P020 ,S032,145 units,no
17/02/2023, p057 ,S015,128 units,no
2023-12-07, p032 ,S013,18 units,yes
10/01/2023, P062 ,S004,54 units,no
"Feb 02, 2023", p097 ,S035,140 units,no
18/08/2023, P030 ,S037,51 units,no
"Feb 16, 2023", p004 ,S049,132 units,no
31/07/2023, P001 ,S042,195 units,no
2023-04-04, P099 ,S030,193 units,no
29/05/2023, P005 ,S006,34 units,no
2023-03-13, P061 ,S030,197 units,no
"Aug 19, 2023", P045 ,S028,100 units,no
13/07/2023, P063 ,S042,89 units,no
15/08/2023, p041 ,S007,172 units,no
2023-06-18, P023 ,S026,182 units,no
"May 22, 2023", P045 ,S029,9 units,yes
21/04/2023, P048 ,S016,9 units,yes
10/07/2023, P003 ,S011,60 units,no
03/01/2023, P034 ,S003,139 units,no
"Jan 08, 2023", P007 ,S010,85 units,no
"Dec 28, 2023", P094 ,S049,0 units,yes
2023-09-24, P051 ,S017,178 units,no
19/02/2023, p073 ,S005,163 units,no
28/01/2023, P070 ,S047,200 units,no
"Apr 10, 2023", P002 ,S005,197 units,no
2023-10-24, P067 ,S022,169 units,no
2023-08-05, p077 ,S018,110 units,no
"Aug 18, 2023", P083 ,S050,189 units,no
"Jul 10, 2023", p077 ,S021,126 units,no
2023-07-13, P072 ,S031,191 units,no
"Sep 07, 2023", p041 ,S009,149 units,no
23/06/2023, p038 ,S011,145 units,no
2023-03-23, P029 ,S014,12 units,yes
10/10/2023, P062 ,S014,75 units,no
"Jul 28, 2023", P098 ,S041,169 units,no
23/04/2023, P086 ,S006,144 units,no
2023-05-18, p054 ,S040,193 units,no
2023-05-26, p015 ,S003,96 units,no
"May 07, 2023", p073 ,S019,22 units,yes
2023-07-07, P005 ,S024,42 units,no
"Sep 04, 2023", p092 ,S034,132 units,no
2023-07-31, P071 ,S022,2 units,yes
2023-02-09, P025 ,S040,76 units,no
25/08/2023, P061 ,S030,35 units,no
11/09/2023, P084 ,S025,85 units,no
"Oct 15, 2023", P098 ,S049,11 units,yes
21/06/2023, p082 ,S043,43 units,no
"Dec 23, 2023", p026 ,S034,1 units,yes
"Jul 09, 2023", p073 ,S003,162 units,no
14/05/2023, P070 ,S032,89 units,no
27/08/2023, p074 ,S014,21 units,yes
"Feb 25, 2023", P058 ,S048,103 units,no
2023-09-04, P053 ,S045,96 units,no
"Sep 17, 2023", P001 ,S043,136 units,no
"May 28, 2023", p057 ,S006,27 units,yes
2023-11-04, P053 ,S007,29 units,yes
25/03/2023, p022 ,S048,17 units,yes
2023-08-22, p038 ,S015,1 units,yes
"Apr 06, 2023", p050 ,S005,69 units,no
2023-03-27, P019 ,S002,98 units,no
2023-07-02, p015 ,S018,6 units,yes
25/10/2023, P002 ,S028,85 units,no
2023-04-01, p077 ,S030,93 units,no
03/07/2023, p017 ,S005,151 units,no
2023-06-03, P003 ,S024,55 units,no
"Apr 12, 2023", p095 ,S031,107 units,no
03/05/2023, p010 ,S001,38 units,no
"Feb 01, 2023", P049 ,S020,172 units,no
2023-02-21, P059 ,S039,93 units,no
2023-06-05, P098 ,S011,21 units,yes
2023-02-15, P047 ,S047,100 units,no
"Feb 04, 2023", p032 ,S008,25 units,yes
2023-07-17, P096 ,S014,46 units,no
"Sep 01, 2023", P036 ,S031,75 units,no
"Dec 20, 2023", P084 ,S050,65 units,no
"Oct 09, 2023", p097 ,S002,103 units,no
"Aug 16, 2023", P036 ,S004,29 units,yes
27/01/2023, p091 ,S030,198 units,no
"Apr 09, 2023", p060 ,S010,14 units,yes
"Apr 04, 2023", p074 ,S013,107 units,no
27/11/2023, P048 ,S047,157 units,no
2023-08-15, P025 ,S020,27 units,yes
"Nov 15, 2023", P009 ,S003,58 units,no
2023-12-12, P016 ,S011,100 units,no
2023-03-26, p090 ,S041,138 units,no
12/08/2023, p073 ,S017,193 units,no
"Feb 21, 2023", p081 ,S041,23 units,yes
27/04/2023, P039 ,S043,97 units,no
2023-12-05, P096 ,S014,107 units,no
27/01/2023, p027 ,S043,52 units,no
"Aug 13, 2023", p087 ,S047,173 units,no
2023-02-17, p022 ,S023,56 units,no
"Jul 03, 2023", p091 ,S046,143 units,no
"Sep 27, 2023", P034 ,S022,117 units,no
2023-05-11, P069 ,S016,24 units,yes
03/02/2023, p054 ,S028,2 units,yes
"Jul 21, 2023", P058 ,S007,69 units,no
"Mar 31, 2023", P067 ,S019,46 units,no
2023-05-31, P061 ,S008,114 units,no
19/06/2023, P063 ,S019,175 units,no
18/07/2023, P020 ,S042,25 units,yes
18/12/2023, p015 ,S036,159 units,no
2023-12-09, P045 ,S009,199 units,no
"Jan 10, 2023", p077 ,S010,9 units,yes
"Nov 11, 2023", p050 ,S011,96 units,no
18/12/2023, P058 ,S017,150 units,no
2023-10-15, P064 ,S021,130 units,no
"May 23, 2023", P036 ,S039,164 units,no
20/01/2023, P096 ,S005,51 units,no
2023-07-25, P075 ,S003,78 units,no
"Mar 24, 2023", P094 ,S030,177 units,no
07/06/2023, p021 ,S013,66 units,no
2023-05-28, p087 ,S018,30 units,no
2023-05-22, p077 ,S023,190 units,no
13/06/2023, P056 ,S021,47 units,no
"Jan 30, 2023", P062 ,S039,182 units,no
"Jan 13, 2023", p041 ,S023,7 units,yes
"May 16, 2023", P068 ,S007,92 units,no
"Mar 23, 2023", P071 ,S019,115 units,no
"Aug 26, 2023", P067 ,S034,40 units,no
"Apr 12, 2023", p021 ,S039,169 units,no
"Oct 16, 2023", p044 ,S007,59 units,no
16/12/2023, P084 ,S004,43 units,no
28/09/2023, P068 ,S006,36 units,no
05/12/2023, p041 ,S035,170 units,no
"Sep 20, 2023", P003 ,S003,62 units,no
"Jul 25, 2023", p091 ,S028,85 units,no
"Feb 08, 2023", P008 ,S010,116 units,no
2023-11-24, P100 ,S005,19 units,yes
2023-12-31, P051 ,S036,193 units,no
"Oct 31, 2023", P003 ,S009,73 units,no
12/01/2023, p091 ,S011,147 units,no
2023-03-27, p093 ,S007,146 units,no
"Nov 15, 2023", P065 ,S006,104 units,no
"Jun 23, 2023", P016 ,S045,32 units,no
2023-04-23, p081 ,S028,17 units,yes
2023-11-17, P005 ,S035,81 units,no
"Apr 13, 2023", p050 ,S040,17 units,yes
2023-06-16, p092 ,S002,23 units,yes
04/02/2023, p027 ,S036,18 units,yes
2023-12-14, P063 ,S032,14 units,yes
"May 23, 2023", P033 ,S045,114 units,no
12/02/2023, p021 ,S012,198 units,no
"Jan 12, 2023", p078 ,S017,23 units,yes
16/02/2023, P030 ,S026,86 units,no
"Nov 14, 2023", p073 ,S048,110 units,no
30/05/2023, p080 ,S033,31 units,no
2023-01-17, P099 ,S048,0 units,yes
2023-12-31, P030 ,S033,78 units,no
"Mar 16, 2023", P053 ,S024,122 units,no
08/07/2023, P076 ,S012,119 units,no
"Sep 02, 2023", P053 ,S022,34 units,no
"Aug 07, 2023", p010 ,S011,138 units,no
"Sep 30, 2023", p027 ,S021,16 units,yes
2023-05-13, P059 ,S021,129 units,no
2023-02-13, P061 ,S032,66 units,no
"Apr 06, 2023", p088 ,S039,105 units,no
18/06/2023, P009 ,S049,6 units,yes
2023-07-15, P008 ,S037,139 units,no
2023-08-03, P086 ,S036,191 units,no
03/09/2023, P070 ,S010,44 units,no
13/01/2023, P064 ,S035,79 units,no
10/03/2023, P036 ,S011,52 units,no
27/05/2023, p054 ,S024,46 units,no
"Oct 03, 2023", P024 ,S014,27 units,yes
"Oct 09, 2023", P009 ,S017,58 units,no
23/07/2023, P069 ,S015,152 units,no
07/12/2023, p044 ,S046,191 units,no
2023-05-17, P070 ,S001,175 units,no
2023-10-25, p035 ,S035,51 units,no
24/10/2023, P014 ,S039,134 units,no
16/06/2023, p022 ,S033,116 units,no
"Dec 30, 2023", p026 ,S003,36 units,no
13/04/2023, P029 ,S022,95 units,no
2023-10-11, p085 ,S049,42 units,no
2023-12-15, p073 ,S041,31 units,no
03/08/2023, p090 ,S031,136 units,no
15/02/2023, P048 ,S011,182 units,no
2023-06-20, p085 ,S004,191 units,no
"Jan 17, 2023", p021 ,S021,156 units,no
2023-05-18, P023 ,S021,98 units,no
2023-01-25, P053 ,S013,16 units,yes
"Oct 02, 2023", p055 ,S009,124 units,no
19/10/2023, p044 ,S020,37 units,no
"Feb 01, 2023", P023 ,S033,7 units,yes
2023-06-20, p022 ,S004,111 units,no
"Oct 24, 2023", p088 ,S006,30 units,no
2023-02-12, p010 ,S049,102 units,no
"Apr 02, 2023", P030 ,S030,133 units,no
"Nov 17, 2023", p006 ,S050,78 units,no
04/06/2023, p057 ,S037,21 units,yes
"Feb 04, 2023", p091 ,S030,161 units,no
"May 23, 2023", P020 ,S025,91 units,no
2023-03-16, P068 ,S003,132 units,no
"Apr 05, 2023", P100 ,S004,159 units,no
2023-07-27, p010 ,S050,198 units,no
30/09/2023, p091 ,S045,160 units,no
05/03/2023, p054 ,S013,88 units,no
19/12/2023, p088 ,S032,91 units,no
2023-11-29, P099 ,S036,94 units,no
09/07/2023, p074 ,S049,26 units,yes
2023-09-13, P013 ,S012,16 units,yes
08/06/2023, P079 ,S001,115 units,no
14/06/2023, p042 ,S037,186 units,no
30/09/2023, P008 ,S016,86 units,no
23/11/2023, P075 ,S024,49 units,no
"Nov 30, 2023", p054 ,S030,7 units,yes
2023-04-17, P094 ,S028,109 units,no
07/03/2023, P024 ,S029,71 units,no
25/12/2023, p052 ,S028,156 units,no
27/02/2023, p010 ,S005,185 units,no
07/01/2023, p082 ,S047,88 units,no
"May 09, 2023", p087 ,S009,38 units,no
"Aug 14, 2023", P045 ,S043,52 units,no
2023-09-18, P047 ,S039,29 units,yes
"May 29, 2023", P053 ,S046,10 units,yes
2023-09-23, p006 ,S030,105 units,no
"Jul 22, 2023", p010 ,S016,131 units,no
"Dec 23, 2023", P019 ,S042,153 units,no
2023-06-26, p060 ,S038,195 units,no
2023-10-22, P016 ,S023,25 units,yes
25/09/2023, p004 ,S036,111 units,no
13/01/2023, P100 ,S023,158 units,no
"Jan 02, 2023", p060 ,S043,199 units,no
"Nov 12, 2023", P020 ,S004,25 units,yes
18/12/2023, p021 ,S027,16 units,yes
"Aug 05, 2023", P014 ,S024,142 units,no
22/12/2023, p026 ,S022,123 units,no
03/05/2023, p043 ,S049,160 units,no
18/04/2023, p021 ,S004,7 units,yes
2023-09-28, P068 ,S030,141 units,no
16/04/2023, P009 ,S026,93 units,no
2023-10-05, P067 ,S010,13 units,yes
02/06/2023, P084 ,S042,45 units,no
"Apr 18, 2023", P008 ,S028,57 units,no
14/12/2023, P013 ,S039,27 units,yes
2023-11-01, p077 ,S028,198 units,no
25/08/2023, p092 ,S029,84 units,no
"Nov 16, 2023", P076 ,S040,109 units,no
27/01/2023, p060 ,S017,194 units,no
2023-03-26, p021 ,S021,164 units,no
"Aug 15, 2023", p095 ,S022,22 units,yes
2023-06-08, p052 ,S007,29 units,yes
22/01/2023, p021 ,S027,119 units,no
22/06/2023, P007 ,S048,26 units,yes
12/02/2023, p031 ,S015,95 units,no
2023-05-04, p088 ,S020,54 units,no
2023-10-29, P030 ,S022,130 units,no
05/08/2023, P051 ,S038,62 units,no
"Feb 04, 2023", P094 ,S005,154 units,no
2023-04-02, P014 ,S034,97 units,no
"Jun 20, 2023", P068 ,S050,50 units,no
2023-04-18, P036 ,S004,22 units,yes
"Jul 11, 2023", P005 ,S015,165 units,no
"Aug 03, 2023", P048 ,S049,39 units,no
2023-02-02, p087 ,S003,173 units,no
2023-04-17, P076 ,S044,48 units,no
"Jul 16, 2023", p080 ,S009,95 units,no
2023-05-05, p078 ,S039,23 units,yes
19/02/2023, p038 ,S049,4 units,yes
15/03/2023, P014 ,S024,86 units,no
2023-11-24, p089 ,S037,82 units,no
"May 25, 2023", P019 ,S047,75 units,no
17/06/2023, p050 ,S009,196 units,no
27/10/2023, P013 ,S005,162 units,no
2023-08-25, P075 ,S038,23 units,yes
2023-12-20, p011 ,S013,132 units,no
2023-09-18, P083 ,S013,168 units,no
2023-03-06, p021 ,S020,56 units,no
"Jul 05, 2023", P063 ,S022,178 units,no
2023-02-26, p092 ,S012,161 units,no
"Jan 24, 2023", p092 ,S019,82 units,no
18/12/2023, P024 ,S046,98 units,no
2023-01-20, p081 ,S026,55 units,no
"Jun 25, 2023", P066 ,S011,183 units,no
"Oct 05, 2023", P024 ,S011,136 units,no
04/05/2023, P045 ,S049,193 units,no
"Sep 19, 2023", p074 ,S046,115 units,no
2023-05-23, P002 ,S027,148 units,no
2023-10-10, P030 ,S049,158 units,no
